Interessado;UF;Regioes;Tipo Interesse;Tipo Operação;Finalidade;Tipo Credor;Credor;Moeda;Valor;N Processo;Status;Data;Analisado
Jacobina;BA;Nordeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A;Real;1.330.500,00;19407.000030/2003-22;Deferido;09/07/2003;STN
Jacobina;BA;Nordeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;5.000.000,00;17944.100230/2018-58;Arquivado por decurso de prazo;13/08/2018;STN
Jacobina;BA;Nordeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco do Brasil S/A;Real;3.518.025,27;PVL02.001389/2020-42;Deferido (PVL-IF);01/09/2020;Instituição Financeira
Jacobina do Piauí;PI;Nordeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real;253.500,00;17944.001305/2008-47;Arquivado;26/08/2008;STN
Jacuizinho;RS;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;228.000,00;19406.000634/2008-93;Deferido;22/07/2008;STN
Jacuizinho;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.496.637,00;PVL02.000717/2019-50;Deferido (PVL-IF);05/07/2019;Instituição Financeira
Jacupiranga;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;5.000.000,00;PVL02.005845/2022-95;Deferido (PVL-IF);22/06/2022;Instituição Financeira
Jacutinga;MG;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real;990.000,00;00000.000000/0058-87;Devolvido;06/07/2010;STN
Jacutinga;MG;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real;253.500,00;17944.001084/2008-15;Arquivado;29/08/2008;STN
Jacutinga;MG;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Caixa Econômica Federal;Real;990.000,00;17944.001095/2010-10;Deferido;20/10/2010;STN
Jacutinga;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;250.000,00;19406.000036/2007-33;Deferido;15/06/2007;STN
Jacutinga;RS;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul;Real;228.000,00;19406.000326/2008-68;Deferido;21/05/2008;STN
Jacutinga;MG;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;800.000,00;17944.000456/2016-98;Arquivado por decurso de prazo;11/10/2016;STN
Jacutinga;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;2.000.000,00;17944.102557/2017-83;Deferido;26/12/2017;STN
Jacutinga;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.000.000,00;PVL02.003967/2019-41;Deferido (PVL-IF);06/11/2019;Instituição Financeira
Jacutinga;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;2.000.000,00;PVL02.002629/2021-15;Deferido (PVL-IF);04/11/2021;Instituição Financeira
Jaguapitã;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;800.000,00;00000.000000/0082-89;Devolvido;13/03/2012;STN
Jaguapitã;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;800.000,00;17944.000734/2012-83;Deferido;04/06/2012;STN
Jaguapitã;PR;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;800.000,00;19406.000157/2010-81;Deferido;16/06/2010;STN
Jaguapitã;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;750.000,00;19406.000559/2007-80;Deferido;09/01/2008;STN
Jaguapitã;PR;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo Sul;Real;400.700,00;19406.000618/2008-09;Deferido;27/06/2008;STN
Jaguapitã;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;2.000.000,00;PVL02.001302/2022-07;Deferido (PVL-IF);18/05/2022;Instituição Financeira
Jaguaraçu;MG;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;212.000,00;17944.000405/2011-51;Deferido;29/07/2011;STN
Jaguarão;RS;Sul;Município;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;19.341.709,52;17944.104186/2021-51;Arquivado a pedido;18/08/2022;STN
Jaguarão;RS;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;19.341.709,52;17944.103455/2022-42;Deferido;05/09/2022;STN
Jaguarari;BA;Nordeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A;Real;750.000,00;19407.000040/2003-68;Deferido;11/07/2003;STN
Jaguaré;ES;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco de Desenvolvimento do Espírito Santo S/A;Real;644.850,00;17944.001477/2008-11;Arquivado;10/09/2008;STN
Jaguaré;ES;Sudeste;Município;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;7.000.000,00;17944.104480/2019-48;Encaminhado à PGFN com manifestação técnica favorável;08/05/2020;STN
Jaguariaíva;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;4.000.000,00;17944.000620/2016-67;Arquivado por decurso de prazo;29/11/2016;STN
Jaguariaíva;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;4.600.000,00;PVL02.002291/2018-98;Deferido (PVL-IF);08/11/2018;Instituição Financeira
Jaguariaíva;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;6.240.000,00;17944.101871/2019-19;Deferido;17/07/2019;STN
Jaguariaíva;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;15.000.000,00;17944.103612/2021-39;Deferido;29/10/2021;STN
Jaguariaíva;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;7.000.000,00;17944.104457/2021-78;Deferido;16/12/2021;STN
Jaguariúna;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;6.000.000,00;17944.104450/2018-51;Deferido;15/08/2018;STN
Jaguariúna;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;2.523.227,32;PVL02.000560/2019-62;Deferido (PVL-IF);11/06/2019;Instituição Financeira
Jaguariúna;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;15.000.000,00;17944.100780/2020-91;Deferido;24/03/2020;STN
Jaguaruna;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;527.717,00;19406.000265/2008-39;Deferido;11/04/2008;STN
Jaguaruna;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;1.500.000,00;17944.000457/2016-32;Deferido;23/05/2016;STN
Jaguaruna;SC;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;13.000.000,00;17944.102596/2020-86;Deferido;15/06/2020;STN
Jaíba;MG;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;555.765,00;17944.000254/2008-36;Deferido;24/04/2008;STN
Jaíba;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;3.600.000,00;17944.001797/2011-76;Arquivado por decurso de prazo;08/11/2012;STN
Jaíba;MG;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Caixa Econômica Federal;Real;2.900.000,00;19405.000049/2004-70;Deferido;01/07/2004;STN
Jaíba;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.000.000,00;17944.000447/2016-05;Deferido;19/04/2016;STN
Jaíba;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;2.000.000,00;17944.102737/2017-65;Deferido;05/12/2017;STN
Jaíba;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.000.000,00;PVL02.008050/2019-33;Deferido (PVL-IF);30/12/2019;Instituição Financeira
Jales;SP;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;354.750,00;17944.000666/2008-76;Arquivado;12/03/2009;STN
Jales;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;4.000.000,00;17944.000612/2016-11;Deferido;06/06/2016;STN
Jales;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo;Real;3.800.000,00;PVL02.000692/2018-11;Deferido (PVL-IF);08/05/2018;Instituição Financeira
Jales;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;11.000.000,00;17944.102966/2019-41;Deferido;21/08/2019;STN
Jambeiro;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.000.000,00;PVL02.001682/2021-91;Deferido (PVL-IF);18/05/2022;Instituição Financeira
Janaúba;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;5.000.000,00;00000.000000/0071-10;Devolvido;08/08/2011;STN
Janaúba;MG;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;569.260,00;17944.000223/2008-85;Arquivado;14/05/2008;STN
Janaúba;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;5.000.000,00;17944.001048/2011-49;Deferido;09/09/2011;STN
Janaúba;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;4.500.000,00;17944.001094/2010-67;Deferido;15/03/2011;STN
Janaúba;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;680.000,00;19405.000049/2006-31;Deferido;11/12/2007;STN
Jandaia;GO;Centro Oeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;345.400,00;17944.000998/2008-51;Arquivado;11/11/2008;STN
Jandaia;GO;Centro Oeste;Município;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;1.200.000,00;17944.104469/2021-01;Em retificação pelo interessado;02/09/2022;STN
Jandaia do Sul;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.143.000,00;19406.000089/2003-21;Deferido;28/07/2003;STN
Jandaia do Sul;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;600.000,00;19406.000142/2008-06;Deferido;22/02/2008;STN
Jandaia do Sul;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;120.000,00;19406.000178/2006-10;Deferido;13/06/2006;STN
Jandaia do Sul;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;324.000,00;19406.000527/2007-84;Deferido;23/01/2008;STN
Jandira;SP;Sudeste;Município;Operação Contratual Interna (com garantia da União);Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;23.500.000,00;17944.102351/2020-59;Encaminhado à PGFN com manifestação técnica favorável;31/07/2020;STN
Jandira;SP;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Caixa Econômica Federal;Real;5.000.000,00;PVL02.002201/2022-45;Em retificação pelo interessado (PVL-IF);14/09/2022;Instituição Financeira
Janiópolis;PR;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;228.000,00;17944.000776/2008-38;Arquivado;02/10/2008;STN
Janiópolis;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;643.477,51;19406.000041/2006-65;Deferido;17/08/2006;STN
Janiópolis;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;506.000,00;19406.000050/2010-32;Deferido;08/04/2010;STN
Janiópolis;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;173.000,00;19406.000217/2008-41;Deferido;27/03/2008;STN
Janiópolis;PR;Sul;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;369.000,00;19406.000373/2009-92;Deferido;28/06/2010;STN
Janiópolis;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.500.000,00;17944.001041/2015-51;Deferido;03/12/2015;STN
Janiópolis;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;2.000.000,00;17944.103571/2017-02;Deferido;22/12/2017;STN
Janiópolis;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;2.000.000,00;PVL02.001563/2020-57;Deferido (PVL-IF);28/08/2020;Instituição Financeira
Japaraíba;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.100.000,00;17944.000135/2012-60;Deferido;13/04/2012;STN
Japaraíba;MG;Sudeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;240.750,00;17944.000602/2008-75;Deferido;29/05/2008;STN
Japaraíba;MG;Sudeste;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;350.000,00;17944.000844/2010-83;Deferido;23/08/2010;STN
Japaraíba;MG;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;550.000,00;17944.000213/2016-50;Deferido;07/03/2016;STN
Japaraíba;MG;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.000.000,00;PVL02.002137/2017-35;Deferido (PVL-IF);24/11/2017;Instituição Financeira
Japaraíba;MG;Sudeste;Município;Operação Contratual Interna;Saneamento básico;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;400.000,00;PVL02.003483/2019-01;Deferido (PVL-IF);30/09/2019;Instituição Financeira
Japaratuba;SE;Nordeste;Município;Operação Contratual Interna;Educação;Instituição Financeira Nacional;Banco do Brasil S/A;Real;586.150,00;17944.000708/2008-79;Arquivado;29/08/2008;STN
Japira;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;1.238.000,00;17944.001255/2013-65;Deferido;17/12/2013;STN
Japira;PR;Sul;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;300.000,00;19406.000200/2002-06;Deferido;30/08/2002;STN
